id,minimo_sueldo,total_gasto_inicial
6387,"458797,5",296458
6388,306805,197491
6389,"1410077,5",883867
6390,"348477,5",218112
6391,1985900,1281222
6392,1139405,711904
6393,"473862,5",295376
6394,600585,374587
6395,"501047,5",312794
6396,"515042,5",330477
6397,306325,192606
6398,"766042,5",486690
6399,462985,297933
6400,442260,281724
6401,"488362,5",305191
6402,"355747,5",233359
6403,882105,567047
6404,"449302,5",282720
6405,931390,593893
6406,"717892,5",471109
6407,"825742,5",531561
6408,1040750,653521
6409,500825,313551
6410,428175,272532
6411,1111095,714978
6412,259865,162610
6413,664245,437619
6414,"165307,5",108939
6415,"557837,5",348298
6416,499330,322264
6417,"244237,5",155851
6418,685725,427593
6419,410310,269198
6420,"744057,5",479786
6421,354465,222052
6422,"328772,5",205068
6423,852095,550863
6424,843885,553731
6425,"1094062,5",682305
6426,959540,603846
6427,"296432,5",186176
6428,882865,567451
6429,498835,320501
6430,"508652,5",319098
6431,542335,340394
6432,169545,111326
6433,345150,227407
6434,"158872,5",101932
6435,"640902,5",413368
6436,"506582,5",317124
6437,"749202,5",483318
6438,927360,609861
6439,"1078012,5",694035
6440,"534992,5",346873
6441,"1119272,5",725130
6442,"387377,5",242833
6443,"353642,5",221321
6444,"954902,5",612700
6445,"731437,5",458587
6446,819285,522574
6447,469845,308917
6448,348690,221639
6449,"880802,5",559551
6450,"702567,5",451367
6451,473850,302600
6452,"376927,5",234686
6453,908265,569322
6454,597300,381297
6455,420470,271904
6456,1033695,677534
6457,"195597,5",126655
6458,"442642,5",290276
6459,"672357,5",432599
6460,686185,429744
6461,"833377,5",521907
6462,150000,95379
6463,825785,530352
6464,"689362,5",433456
6465,250590,161732
6466,"970537,5",605267
6467,364250,227312
6468,"1893432,5",1188533
6469,"265012,5",174130
6470,"535297,5",345374
6471,"579532,5",373278
6472,576420,373348
6473,"408297,5",263613
6474,"751662,5",483998
6475,"458617,5",292956
6476,314065,196074
6477,495335,308420
6478,1525435,980571
6479,487365,305521
6480,"1028392,5",644037
6481,"925707,5",597036
6482,434385,284840
6483,398550,249245
6484,882040,567454
6485,"946172,5",610710
6486,"329507,5",206073
6487,836550,548630
6488,736260,475342
6489,"670577,5",441737
6490,556020,346928
6491,"502472,5",325336
6492,"539992,5",339681
6493,"280072,5",175216
6494,"1246457,5",781568
6495,641805,400257
6496,"954432,5",595526
6497,493965,318407
6498,735335,472383
6499,1187925,742669
6500,642135,422534
6501,"627597,5",392698
6502,1113750,708309
6503,549935,343459
6504,916350,591793
6505,"1416657,5",911841
6506,194165,120917
6507,"517117,5",333594
6508,303600,189906
6509,"298212,5",192713
6510,"523352,5",327669
6511,"333497,5",212157
6512,444295,285635
6513,"301877,5",189172
6514,"582522,5",375123
6515,332940,212660
6516,"867412,5",561454
6517,393360,246323
6518,862500,547836
6519,612900,403448
6520,"654492,5",422492
6521,"380082,5",239023
6522,990945,629415
6523,492660,314463
6524,353420,221156
6525,638685,414327
6526,519050,325395
6527,1473525,920502
6528,661430,414156
6529,553540,355271
6530,"301537,5",192148
6531,203280,133554
6532,"409682,5",264914
6533,775600,501982
6534,1383825,895724
6535,"1162362,5",728826
6536,366900,236982
6537,"340782,5",220043
6538,759575,472921
6539,322320,207146
6540,"285067,5",181340
6541,711285,445845
6542,"511337,5",329688
6543,"643702,5",410173
6544,"747457,5",466554
6545,507935,317704
6546,1168495,733824
6547,"630787,5",415154
6548,710710,456419
6549,1405940,910167
6550,"221857,5",143449
6551,"1072922,5",692610
6552,468710,302540
6553,239485,150048
6554,295350,187660
6555,529200,347486
6556,"379422,5",245861
6557,"1047827,5",675305
6558,1019505,656643
6559,150000,95361
6560,"465992,5",291977
6561,610285,392128
6562,618335,405402
6563,"888772,5",564762
6564,705225,439977
6565,969570,637185
6566,914640,582835
6567,"627197,5",392585
6568,556875,360383
6569,"609322,5",387277
6570,"754762,5",487295
6571,158850,102133
6572,"1531967,5",957495
6573,1253305,800821
6574,297825,195637
6575,1454085,908745
6576,299130,190995
6577,604950,397192
6578,"547402,5",349523
6579,"1019597,5",637522
6580,"505517,5",314666
6581,"608192,5",380526
6582,"300827,5",188126
6583,336120,217321
6584,186910,118714
6585,661000,412978
6586,"525442,5",344406
6587,445425,288353
6588,1548655,969441
6589,1265165,791039
6590,"301967,5",194694
6591,"698547,5",450466
6592,576240,378043
6593,795345,512739
6594,495590,321500
6595,157995,101889
6596,604650,379917
6597,"985727,5",616369
6598,"998937,5",644077
6599,"715287,5",446432
6600,308700,196975
6601,718350,463007
6602,"386887,5",246585
6603,"1170907,5",729513
6604,"488047,5",311619
6605,"655502,5",425183
6606,"657872,5",412511
6607,1119380,724960
6608,347745,229079
6609,361690,233955
6610,849750,531985
6611,532115,332804
6612,"169917,5",106088
6613,"925807,5",579030
6614,"1276277,5",821521
6615,"408947,5",255912
6616,434210,270578
6617,"975502,5",611431
6618,263565,164382
6619,796840,499973
6620,483840,307827
6621,"1289332,5",809060
6622,"443767,5",292590
6623,"637597,5",399864
6624,153720,98153
6625,485720,304555
6626,805785,518295
6627,"610072,5",394995
6628,481320,317321
6629,158925,99002
6630,199460,124638
6631,566975,364376
6632,568010,354789
6633,457855,284889
6634,615770,398238
6635,"698797,5",451785
6636,1381835,864005
6637,450225,286910
6638,250125,161458
6639,"645167,5",416544
6640,420660,276251
6641,466770,291814
6642,473350,297310
6643,858240,564904
6644,712680,447193
6645,479665,301040
6646,"478912,5",305330
6647,462000,302939
6648,"754027,5",487024
6649,308415,198883
6650,"612432,5",382355
6651,"1085602,5",677721
6652,519420,335923
6653,"355927,5",222370
6654,1370850,901647
6655,1068750,701442
6656,"580282,5",372765
6657,733555,459910
6658,"776352,5",485743
6659,1462050,949178
6660,622040,399363
6661,788400,518113
6662,319045,205375
6663,830015,528651
6664,"654637,5",420439
6665,464865,290984
6666,558710,359291
6667,"1112512,5",716233
6668,524160,333438
6669,974160,620703
6670,"597262,5",384761
6671,199680,124669
6672,279830,180475
6673,1822860,1160440
6674,1388110,914819
6675,"1571662,5",978760
6676,157630,101738
6677,483290,302000
6678,"347957,5",224472
6679,"722062,5",467156
6680,298505,191947
6681,165540,105766
6682,"944132,5",594342
6683,307250,192403
6684,684495,436684
6685,"518437,5",335434
6686,"1102732,5",691404
6687,1418875,886082
6688,558320,348341
6689,"588532,5",379351
6690,"1308952,5",841969
6691,539055,354980
6692,359310,232347
6693,"632527,5",415258
6694,165555,103317
6695,"306637,5",195439
6696,"451737,5",283630
6697,173660,108702
6698,"260332,5",168548
6699,157900,98871
6700,870255,545061
6701,232065,147843
6702,362840,233666
6703,"880752,5",569251
6704,552055,356677
6705,150000,98462
6706,547205,353427
6707,277350,182207
6708,327600,215310
6709,447835,280918
6710,"489237,5",306721
6711,"944012,5",602011
6712,1475840,921842
6713,504530,325116
6714,456120,300689
6715,237510,151771
6716,909585,577912
6717,"885522,5",555859
6718,"731047,5",460047
6719,915120,592103
6720,"740107,5",463252
6721,688405,445633
6722,1402450,905673
6723,"368167,5",238165
6724,"364217,5",232193
6725,683220,448947
6726,974555,641878
6727,"763372,5",475403
6728,1265035,818749
6729,531360,338431
6730,"943682,5",592777
6731,544090,350315
6732,"1086202,5",679898
6733,"472062,5",305693
6734,1006930,648474
6735,871920,555826
6736,"514912,5",337628
6737,819870,511444
6738,1016395,657195
6739,"728887,5",464427
6740,485440,303113
6741,"912232,5",568966
6742,228705,145944
6743,635805,404016
6744,472500,311456
6745,510840,319729
6746,"595887,5",384236
6747,"439627,5",279512
6748,"1696002,5",1065839
6749,"307987,5",202574
6750,"249632,5",156276
6751,"795217,5",521352
6752,"503912,5",324095
6753,"553497,5",357452
6754,"676187,5",437261
6755,"1297737,5",839104
6756,"361642,5",234278
6757,414970,267393
6758,531300,348535
6759,"628582,5",393118
6760,"553782,5",357653
6761,"984772,5",633874
6762,1015740,645424
6763,"1305797,5",817543
6764,"1107312,5",718084
6765,318825,202957
6766,"158552,5",102211
6767,"340402,5",213550
6768,"701462,5",453966
6769,447795,294991
6770,"784027,5",503715
6771,723900,462608
6772,416520,273281
6773,"638127,5",399592
6774,1026270,654482
6775,"457122,5",293939
6776,"928262,5",598420
6777,514420,331680
6778,624750,409826
6779,352355,227490
6780,"1025557,5",662810
6781,834620,536658
6782,"555972,5",348360
6783,"389742,5",251591
6784,295600,190722
6785,424305,265434
6786,"349612,5",219401
6787,329900,213402
6788,598285,374473
6789,376500,247222
6790,264450,173783
6791,"498862,5",321578
6792,"982822,5",632902
6793,"190967,5",121975
6794,869400,552440
6795,415865,259868
6796,"452167,5",292863
6797,"428232,5",267827
6798,606610,379228
6799,1943965,1211037
6800,310620,198170
6801,1551230,970444
6802,"1408412,5",911520
6803,1664470,1094600
6804,531900,338763
6805,966420,615742
6806,679725,447124
6807,"340932,5",213562
6808,754110,494423
6809,301080,191910
6810,874450,545609
6811,"522617,5",328737
6812,"892152,5",575033
6813,"1113962,5",711335
6814,158545,101774
6815,"620447,5",389463
6816,"368247,5",231132
6817,"971492,5",626461
6818,"199422,5",124852
6819,"348882,5",225465
6820,457875,301284
6821,361315,224855
6822,502655,323814
6823,"693497,5",434487
6824,178740,112001
6825,1360675,879310
6826,216820,139830
6827,"738577,5",477374
6828,838880,542642
6829,771820,483056
6830,485330,304596
6831,653475,407187
6832,"1731407,5",1086692
6833,"310522,5",201253
6834,"553612,5",364189
6835,558030,366950
6836,694075,448671
6837,"521167,5",326290
6838,"419342,5",270638
6839,1200605,775076
6840,700590,445523
6841,350880,223316
6842,473445,302146
6843,1349070,861981
6844,"362207,5",238711
6845,448200,281040
6846,297265,186622
6847,800425,526344
6848,774190,500581
6849,362610,234413
6850,"383337,5",240374
6851,940500,618180
6852,257070,160448
6853,415180,259818
6854,"500692,5",318928
6855,"704087,5",448390
6856,478115,305173
6857,"667877,5",431421
6858,"875742,5",547647
6859,"275572,5",181298
6860,"513612,5",320989
6861,1508695,973772
6862,"550597,5",356383
6863,408685,262821
6864,"361352,5",233534
6865,657040,410511
6866,"1207597,5",780704
6867,"865687,5",552062
6868,"250482,5",161669
6869,"577352,5",371631
6870,682275,438828
6871,"289492,5",181219
6872,"669007,5",426264
6873,564555,363222
6874,"1002527,5",660140
6875,176110,113232
6876,"960817,5",600214
6877,"1057967,5",659003
6878,914555,568811
6879,"486082,5",313302
6880,773530,496726
6881,370720,239437
6882,584135,384540
6883,"711287,5",467110
6884,157390,101385
6885,"503537,5",325638
6886,"668667,5",418165
6887,622440,396263
6888,887015,570766
6889,"934617,5",602103
6890,261420,168656
6891,516945,333006
6892,"723877,5",452767
6893,"428067,5",276215
6894,"862142,5",548868
6895,"183832,5",120989
6896,"174542,5",109220
6897,"162447,5",104453
6898,"1447757,5",901481
6899,520380,341496
6900,"519997,5",341659
6901,"1044807,5",650690
6902,789635,512086
6903,"950312,5",612586
6904,"428847,5",275974
6905,"523792,5",338605
6906,"1166317,5",743654
6907,526085,339306
6908,296775,186600
6909,"666187,5",423888
6910,676170,437953
6911,1100295,700576
6912,652745,409090
6913,928530,589717
6914,859330,553692
6915,943065,610292
6916,"1314022,5",818391
6917,647925,420285
6918,385020,248162
6919,562440,358229
6920,913500,583297
6921,"730817,5",455482
6922,910045,586163
6923,362005,237305
6924,328185,216342
6925,"543792,5",351566
6926,"572087,5",365350
6927,"511282,5",320284
6928,289250,181269
6929,"299587,5",187654
6930,"487012,5",310145
6931,"1025922,5",659427
6932,"243932,5",157736
6933,"798947,5",499245
6934,"530227,5",341278
6935,213105,137360
6936,562045,352462
6937,"872262,5",544933
6938,"567382,5",354818
6939,515070,337722
6940,1238210,772491
6941,340995,217252
6942,313105,197022
6943,"318952,5",205608
6944,"1724902,5",1114252
6945,"311087,5",195353
6946,"278702,5",179492
6947,949050,622402
6948,"215002,5",136783
6949,"258467,5",161498
6950,"912437,5",570359
6951,158415,104139
6952,"594207,5",383866
6953,"577057,5",359861
6954,"607892,5",400334
6955,312255,198775
6956,1196830,771330
6957,"503402,5",325110
6958,455710,293490
6959,"440572,5",280276
6960,383625,244852
6961,911860,586689
6962,"809797,5",532654
6963,375180,239003
6964,"510352,5",319269
6965,"607752,5",400394
6966,565575,354408
6967,"555757,5",358853
6968,"999242,5",642846
6969,314925,200327
6970,"221882,5",138990
6971,"1299337,5",810699
6972,"295842,5",194443
6973,"991127,5",636429
6974,"644522,5",424455
6975,553095,355632
6976,"695832,5",434229
6977,454420,291856
6978,"777592,5",494805
6979,254435,159700
6980,"1549892,5",1003469
6981,"271532,5",178182
6982,302165,189107
6983,150000,95659
6984,492480,323585
6985,"278497,5",180037
6986,"1272937,5",823134
6987,"718322,5",462636
6988,158405,102047
6989,984375,628379
6990,"1331747,5",874216
6991,531115,333035
6992,455175,293291
6993,"1341787,5",841541
6994,963800,620756
6995,286805,179601
6996,312330,195626
6997,495140,310337
6998,679705,439582
6999,"569182,5",374849
7000,"342047,5",221745
7001,"1489702,5",949648
7002,"392957,5",254652
7003,672750,428146
7004,"333787,5",209116
7005,"740302,5",470639
7006,444000,282906
7007,704015,455303
7008,1080255,696620
7009,"1098302,5",723681
7010,854145,542929
7011,"577222,5",379979
7012,400320,255805
7013,845450,529647
7014,"1038572,5",650952
7015,683675,442473
7016,408735,260992
7017,979065,630746
7018,"1733632,5",1120244
7019,"547102,5",347955
7020,687735,451725
7021,"558857,5",361191
7022,"569817,5",357017
7023,331535,214361
7024,297805,186179
7025,150000,98837
7026,"886417,5",570050
7027,1466520,934109
7028,150000,95342
7029,931305,582712
7030,1043855,675589
7031,665910,429637
7032,"247127,5",154115
7033,257575,165716
7034,409860,269719
7035,"411822,5",264842
7036,447120,284798
7037,"1054562,5",659588
7038,316725,204295
7039,280725,179073
7040,750560,472369
7041,"338647,5",218515
7042,512110,329944
7043,510675,329262
7044,900405,590890
7045,445260,286786
7046,"1028272,5",647208
7047,223785,144975
7048,"572762,5",365094
7049,"1299322,5",816173
7050,"731552,5",456581
7051,"495407,5",319785
7052,169560,106215
7053,"322657,5",202410
7054,158430,99217
7055,"474387,5",306648
7056,245565,158185
7057,"367902,5",237102
7058,957000,608551
7059,520290,342181
7060,"518162,5",325648
7061,520635,336181
7062,537970,336012
7063,286590,188285
7064,"373362,5",241295
7065,472770,300653
7066,272530,170664
7067,"1263247,5",813544
7068,519390,340655
7069,926640,608912
7070,1003855,638660
7071,"1024087,5",659053
7072,"709227,5",459337
7073,501180,315400
7074,"1168542,5",732870
7075,"407337,5",254202
7076,"566617,5",366827
7077,592105,381973
7078,"157667,5",101650
7079,"487012,5",310453
7080,464265,305043
7081,1433460,921206
7082,682075,426563
7083,562275,352128
7084,391140,249531
7085,"158422,5",98953
7086,834570,531867
7087,608130,399586
7088,"337277,5",217593
7089,731505,457723
7090,1306965,857517
7091,1547545,1002981
7092,679160,425250
7093,744000,474609
7094,"831077,5",517595
7095,463980,304775
7096,"451237,5",297044
7097,456570,300733
7098,"644787,5",406028
7099,"1154007,5",745843
7100,"528637,5",329283
7101,414710,273106
7102,629850,414473
7103,383420,246677
7104,619320,401053
7105,"914992,5",570630
7106,1072665,684529
7107,999900,637209
