id,tipo_propiedad,barrio,precio,ambientes,superficie_m2,antigüedad,expensas,garantía_requerida,precio_m2,score_crediticio_requerido,comisión_inmobiliaria,cochera,gastos_administrativos,tipo_incremento
4876,Departamento,San Vicente,131022,2,67,26,5468,2 recibos + garantía propietaria,1955.55,765,75032,No,2651,IPC cada 3 meses
4877,Departamento,Centro,338142,5,152,6,18925,3 recibos de sueldo,2224.62,822,193643,Sí,7911,IPC cada 3 meses
4878,PH,Villa El Libertador,93702,2,48,39,0,2 recibos + garantía propietaria,1952.12,672,58424,Sí,1891,ICL cada 6 meses
4879,Departamento,Barrio Jardín,234576,3,65,19,13515,2 recibos de sueldo,3608.86,491,146260,Sí,5802,ICL cada 4 meses
4880,Departamento,Villa Cabrera,65856,1,29,4,2692,1 recibo + garantía propietaria,2270.9,628,41061,No,1078,ICL cada 6 meses
4881,Casa,General Paz,344223,3,85,17,0,1 recibo + garantía propietaria,4049.68,657,197126,Sí,8355,IPC cada 6 meses
4882,Departamento,Alta Córdoba,107151,2,47,13,6427,1 recibo + garantía propietaria,2279.81,651,66809,No,2237,ICL cada 6 meses
4883,Departamento,Villa Cabrera,130302,2,68,29,5995,1 recibo + garantía propietaria,1916.21,900,74620,Sí,3116,IPC cada 4 meses
4884,Departamento,General Paz,198143,2,44,9,8764,2 recibos de sueldo,4503.25,625,123543,Sí,3221,ICL cada 6 meses
4885,Departamento,Cerro de las Rosas,481824,4,126,32,23271,3 recibos de sueldo,3824.0,592,275926,Sí,11630,IPC cada 3 meses
4886,PH,Observatorio,97008,2,46,28,0,2 recibos + garantía propietaria,2108.87,666,60485,No,1933,ICL cada 6 meses
4887,Departamento,Barrio Jardín,200193,2,61,21,8042,2 recibos de sueldo,3281.85,635,114644,Sí,3919,IPC cada 4 meses
4888,Departamento,Villa El Libertador,82218,1,39,7,4745,2 recibos + garantía propietaria,2108.15,575,47083,Sí,1702,IPC cada 4 meses
4889,PH,Nueva Córdoba,593960,5,147,41,0,1 recibo de sueldo,4040.54,473,370339,Sí,14113,ICL cada 4 meses
4890,PH,Villa El Libertador,218592,3,107,16,0,1 recibo de sueldo,2042.92,723,136294,Sí,5103,ICL cada 4 meses
4891,Departamento,Urca,348232,3,109,35,15799,2 recibos de sueldo,3194.79,563,199422,Sí,5656,IPC cada 6 meses
4892,Departamento,Nueva Córdoba,451737,3,92,5,22781,1 recibo + garantía propietaria,4910.18,549,281662,No,6830,ICL cada 4 meses
4893,Departamento,San Vicente,115395,2,65,43,6054,1 recibo de sueldo,1775.31,568,66083,Sí,2323,IPC cada 6 meses
4894,Casa,General Paz,370591,3,101,28,0,3 recibos de sueldo,3669.22,503,231066,Sí,9229,ICL cada 6 meses
4895,Departamento,Cofico,177502,2,65,39,9908,3 recibos de sueldo,2730.8,715,101650,No,3563,IPC cada 6 meses
4896,Departamento,Nueva Córdoba,459459,3,94,5,20677,2 recibos de sueldo,4887.86,702,263118,No,7557,IPC cada 6 meses
4897,Departamento,Cerro de las Rosas,372240,3,85,12,20228,2 recibos de sueldo,4379.29,668,213170,Sí,7201,IPC cada 6 meses
4898,Departamento,Urca,305613,3,73,2,12943,1 recibo de sueldo,4186.48,720,175015,Sí,5711,IPC cada 6 meses
4899,Departamento,Nueva Córdoba,244437,2,46,3,13220,3 recibos de sueldo,5313.85,693,152408,No,6001,ICL cada 4 meses
4900,Departamento,Yofre,108273,1,54,7,6321,2 recibos de sueldo,2005.06,708,67509,No,2653,ICL cada 3 meses
4901,Departamento,Nueva Córdoba,498359,4,123,39,20781,2 recibos de sueldo,4051.7,832,285395,Sí,7834,IPC cada 4 meses
4902,Departamento,Alta Córdoba,182043,3,88,21,7706,2 recibos + garantía propietaria,2068.67,748,113505,Sí,3156,ICL cada 4 meses
4903,Departamento,Cerro de las Rosas,177408,1,43,8,9073,1 recibo + garantía propietaria,4125.77,667,101596,Sí,3474,IPC cada 3 meses
4904,Departamento,Urca,176657,2,53,39,7230,3 recibos de sueldo,3333.15,556,110147,No,3655,ICL cada 3 meses
4905,Casa,Yofre,252384,4,126,24,0,3 recibos de sueldo,2003.05,490,157363,No,4263,ICL cada 4 meses
4906,Casa,Cerro de las Rosas,458370,4,121,35,0,1 recibo de sueldo,3788.18,474,285797,Sí,9558,ICL cada 4 meses
4907,Departamento,Pueyrredón,290280,5,155,36,12699,3 recibos de sueldo,1872.77,744,166234,No,4945,IPC cada 3 meses
4908,Departamento,General Paz,220447,2,57,25,9656,2 recibos + garantía propietaria,3867.49,594,137450,Sí,4235,ICL cada 3 meses
4909,Departamento,Villa Belgrano,183330,3,80,6,9097,2 recibos + garantía propietaria,2291.62,657,114307,No,3710,ICL cada 4 meses
4910,Departamento,Alberdi,94554,2,52,47,4252,1 recibo de sueldo,1818.35,554,58955,Sí,2340,ICL cada 3 meses
4911,Departamento,Observatorio,183933,3,82,9,9106,1 recibo de sueldo,2243.09,870,105332,Sí,2885,IPC cada 4 meses
4912,Departamento,Centro,123510,2,60,21,6227,2 recibos + garantía propietaria,2058.5,470,70730,Sí,2996,IPC cada 3 meses
4913,Casa,Alberdi,92820,2,44,30,0,1 recibo de sueldo,2109.55,663,57874,Sí,1519,ICL cada 4 meses
4914,Departamento,General Paz,88258,1,18,4,4820,3 recibos de sueldo,4903.22,614,55029,No,1409,ICL cada 6 meses
4915,Departamento,Cerro de las Rosas,380016,3,91,18,22390,1 recibo de sueldo,4176.0,651,217623,No,6819,IPC cada 3 meses
4916,Departamento,Yofre,194940,3,89,10,9761,1 recibo + garantía propietaria,2190.34,617,121546,Sí,4022,ICL cada 6 meses
4917,Casa,Barrio Jardín,326851,3,92,6,0,1 recibo de sueldo,3552.73,560,187177,Sí,6262,IPC cada 4 meses
4918,Departamento,Barrio Jardín,441600,4,120,0,20799,3 recibos de sueldo,3680.0,538,275341,No,8931,ICL cada 4 meses
4919,Casa,Villa Belgrano,211680,3,115,32,0,1 recibo de sueldo,1840.7,854,121222,Sí,4824,IPC cada 3 meses
4920,Departamento,Barrio Jardín,329068,3,91,3,14865,1 recibo de sueldo,3616.13,620,188447,Sí,7670,IPC cada 6 meses
4921,Casa,Pueyrredón,283752,5,146,32,0,3 recibos de sueldo,1943.51,684,162496,Sí,6987,IPC cada 4 meses
4922,PH,Villa Belgrano,190008,3,91,18,0,1 recibo de sueldo,2088.0,490,118471,No,4610,ICL cada 3 meses
4923,PH,Centro,141180,2,70,19,0,1 recibo de sueldo,2016.86,438,88027,No,2388,ICL cada 3 meses
4924,Departamento,Observatorio,294975,5,150,29,15543,1 recibo de sueldo,1966.5,582,168923,Sí,6537,IPC cada 3 meses
4925,Departamento,Nueva Córdoba,166056,1,37,15,9773,1 recibo de sueldo,4488.0,737,95095,No,3736,IPC cada 3 meses
4926,Departamento,Urca,356107,3,94,10,19690,2 recibos + garantía propietaria,3788.37,652,203931,Sí,7046,IPC cada 4 meses
4927,PH,Alta Córdoba,130611,2,57,3,0,2 recibos de sueldo,2291.42,596,81437,No,3116,ICL cada 3 meses
4928,Departamento,General Paz,362998,3,91,17,16016,2 recibos + garantía propietaria,3988.99,692,207878,Sí,8198,IPC cada 3 meses
4929,Departamento,Villa Belgrano,216936,3,106,16,12553,2 recibos de sueldo,2046.57,594,124232,Sí,4126,IPC cada 6 meses
4930,Departamento,Yofre,135936,2,62,8,7437,1 recibo de sueldo,2192.52,787,77846,No,2613,IPC cada 6 meses
4931,Departamento,Cofico,257985,3,80,18,10979,3 recibos de sueldo,3224.81,791,160855,No,4835,ICL cada 4 meses
4932,Departamento,Barrio Jardín,406982,4,117,12,22081,1 recibo de sueldo,3478.48,592,253756,No,8165,ICL cada 6 meses
4933,Departamento,Pueyrredón,86172,2,39,28,3945,3 recibos de sueldo,2209.54,572,53729,No,1923,ICL cada 4 meses
4934,Departamento,Alta Córdoba,128616,2,61,16,6408,1 recibo de sueldo,2108.46,642,73654,Sí,2338,IPC cada 4 meses
4935,Departamento,Alta Córdoba,131541,2,73,37,6051,3 recibos de sueldo,1801.93,692,75329,No,2273,IPC cada 3 meses
4936,PH,Barrio Jardín,373848,4,107,15,0,2 recibos + garantía propietaria,3493.91,622,214091,No,5735,IPC cada 4 meses
4937,Casa,Yofre,174348,3,91,33,0,2 recibos + garantía propietaria,1915.91,754,99843,Sí,4005,IPC cada 4 meses
4938,Casa,Centro,271950,4,130,15,0,3 recibos de sueldo,2091.92,676,169563,Sí,5064,ICL cada 6 meses
4939,Departamento,Villa Belgrano,145176,2,71,16,6051,3 recibos de sueldo,2044.73,758,83138,No,3272,IPC cada 6 meses
4940,Casa,Villa Cabrera,87780,1,43,10,0,1 recibo de sueldo,2041.4,537,50269,Sí,1415,IPC cada 3 meses
4941,Departamento,Barrio Jardín,156945,2,41,11,8690,1 recibo + garantía propietaria,3827.93,590,97856,No,3189,ICL cada 3 meses
4942,Departamento,Cofico,179707,2,65,37,10166,2 recibos + garantía propietaria,2764.72,703,102912,No,3412,IPC cada 6 meses
4943,Departamento,Observatorio,175500,3,75,5,7834,2 recibos de sueldo,2340.0,655,100503,Sí,3465,IPC cada 3 meses
4944,Departamento,Barrio Jardín,515352,5,140,3,23084,1 recibo + garantía propietaria,3681.09,631,321326,Sí,12499,ICL cada 3 meses
4945,Departamento,Villa Cabrera,130302,2,68,29,6332,1 recibo + garantía propietaria,1916.21,598,81244,No,2039,ICL cada 6 meses
4946,PH,Yofre,318969,5,152,17,0,1 recibo + garantía propietaria,2098.48,658,198880,Sí,6124,ICL cada 3 meses
4947,Departamento,San Vicente,78744,1,37,7,4427,1 recibo + garantía propietaria,2128.22,792,49097,No,1834,ICL cada 4 meses
4948,Departamento,Villa Belgrano,244212,4,111,12,10145,1 recibo de sueldo,2200.11,449,152268,Sí,5173,ICL cada 3 meses
4949,Departamento,Villa Cabrera,152625,2,75,15,8573,1 recibo + garantía propietaria,2035.0,634,87403,No,3789,IPC cada 6 meses
4950,Departamento,Observatorio,262626,4,127,18,15351,1 recibo de sueldo,2067.92,639,163749,Sí,5893,ICL cada 4 meses
4951,Departamento,Cofico,109269,1,39,29,5597,1 recibo + garantía propietaria,2801.77,541,62575,Sí,1743,IPC cada 4 meses
4952,Departamento,Nueva Córdoba,532639,4,109,11,21948,1 recibo de sueldo,4886.6,634,305026,Sí,10003,IPC cada 4 meses
4953,Casa,Cofico,214263,2,72,21,0,2 recibos + garantía propietaria,2975.88,486,133594,No,3919,ICL cada 3 meses
4954,Departamento,Villa El Libertador,113373,2,57,29,5146,1 recibo + garantía propietaria,1989.0,591,70689,No,2257,ICL cada 6 meses
4955,Departamento,Alta Córdoba,166770,3,84,30,7042,3 recibos de sueldo,1985.36,623,103982,Sí,3538,ICL cada 3 meses
4956,Casa,Villa Belgrano,144336,2,66,6,0,1 recibo de sueldo,2186.91,649,82656,Sí,2529,IPC cada 6 meses
4957,PH,Barrio Jardín,332798,3,96,9,0,1 recibo + garantía propietaria,3466.65,837,207502,Sí,7084,ICL cada 3 meses
4958,Casa,San Vicente,300846,5,142,18,0,2 recibos + garantía propietaria,2118.63,568,187580,Sí,5307,ICL cada 6 meses
4959,Departamento,General Paz,388375,3,111,33,17548,3 recibos de sueldo,3498.87,517,222410,Sí,6308,IPC cada 3 meses
4960,Departamento,Villa Belgrano,207081,3,108,27,11645,2 recibos + garantía propietaria,1917.42,749,129116,No,4168,ICL cada 6 meses
4961,Departamento,Alberdi,73017,1,36,17,3001,1 recibo de sueldo,2028.25,300,41814,Sí,1452,IPC cada 6 meses
4962,Casa,General Paz,317444,3,94,44,0,1 recibo + garantía propietaria,3377.06,588,181790,Sí,6052,IPC cada 4 meses
4963,PH,Urca,349398,3,93,12,0,3 recibos de sueldo,3756.97,617,217852,Sí,7099,ICL cada 4 meses
4964,Departamento,Villa Belgrano,211650,4,105,30,9667,1 recibo de sueldo,2015.71,555,131965,Sí,4233,ICL cada 3 meses
4965,Departamento,Alta Córdoba,120228,2,61,28,6052,3 recibos de sueldo,1970.95,640,74963,No,2506,ICL cada 3 meses
4966,Casa,General Paz,327294,3,91,35,0,1 recibo + garantía propietaria,3596.64,585,204070,No,8074,ICL cada 4 meses
4967,Departamento,Pueyrredón,99216,2,54,44,5703,1 recibo de sueldo,1837.33,475,61862,No,2189,ICL cada 4 meses
4968,Departamento,Villa El Libertador,123317,2,57,14,5549,1 recibo + garantía propietaria,2163.46,711,70619,No,2917,IPC cada 6 meses
4969,Departamento,Pueyrredón,92430,2,36,5,5136,1 recibo de sueldo,2567.5,715,52931,No,1846,IPC cada 6 meses
4970,Departamento,Cofico,165775,2,49,13,8565,3 recibos de sueldo,3383.16,551,103362,No,3635,ICL cada 4 meses
4971,PH,Alta Córdoba,130299,2,69,31,0,1 recibo + garantía propietaria,1888.39,595,81242,No,2039,ICL cada 4 meses
4972,Departamento,Yofre,84660,1,47,30,4531,1 recibo de sueldo,1801.28,835,52786,No,1959,ICL cada 3 meses
4973,Departamento,Alberdi,248109,4,111,9,14200,3 recibos de sueldo,2235.22,694,154698,Sí,6069,ICL cada 3 meses
4974,Departamento,Villa El Libertador,72237,1,32,1,2927,2 recibos de sueldo,2257.41,650,45040,No,1787,ICL cada 3 meses
4975,Departamento,Urca,478826,4,131,15,24226,3 recibos de sueldo,3655.16,811,274209,Sí,8069,IPC cada 3 meses
4976,Departamento,Alta Córdoba,120615,2,55,13,6627,2 recibos de sueldo,2193.0,487,69072,No,2973,IPC cada 3 meses
4977,Departamento,Cerro de las Rosas,161568,1,37,2,9321,2 recibos de sueldo,4366.7,446,92525,No,3300,IPC cada 4 meses
4978,Departamento,General Paz,340204,3,90,27,14511,2 recibos de sueldo,3780.04,666,194824,Sí,8009,IPC cada 6 meses
4979,Departamento,Nueva Córdoba,485317,3,102,7,22726,2 recibos + garantía propietaria,4758.01,734,277926,Sí,10919,IPC cada 3 meses
4980,Casa,Nueva Córdoba,363528,3,77,20,0,1 recibo de sueldo,4721.14,478,208181,No,8748,IPC cada 6 meses
4981,Departamento,Pueyrredón,185328,3,79,2,7704,1 recibo de sueldo,2345.92,520,115553,No,3919,ICL cada 3 meses
4982,Departamento,General Paz,230228,2,63,31,13053,1 recibo de sueldo,3654.41,729,143549,No,4205,ICL cada 4 meses
4983,PH,San Vicente,183744,3,91,24,0,1 recibo de sueldo,2019.16,534,114566,No,4153,ICL cada 3 meses
4984,Departamento,Observatorio,193914,3,89,11,11081,1 recibo de sueldo,2178.81,624,120907,Sí,3466,ICL cada 4 meses
4985,Casa,Alberdi,134664,2,66,19,0,1 recibo de sueldo,2040.36,670,83964,No,2379,ICL cada 4 meses
4986,Departamento,Cerro de las Rosas,509208,4,111,4,25293,1 recibo de sueldo,4587.46,745,291608,No,8509,IPC cada 4 meses
4987,Casa,Villa Belgrano,141804,3,76,44,0,2 recibos de sueldo,1865.84,619,81206,Sí,2237,IPC cada 6 meses
4988,Casa,Centro,111585,2,55,27,0,1 recibo de sueldo,2028.82,699,69574,No,2572,ICL cada 4 meses
4989,Departamento,Villa Belgrano,232512,4,116,27,9397,1 recibo de sueldo,2004.41,526,133152,Sí,4190,IPC cada 3 meses
4990,PH,Villa Belgrano,265188,4,117,4,0,3 recibos de sueldo,2266.56,708,151865,No,5034,IPC cada 3 meses
4991,PH,Pueyrredón,230400,3,103,0,0,1 recibo + garantía propietaria,2236.89,559,143656,Sí,5241,ICL cada 3 meses
4992,Departamento,Centro,139446,2,68,17,5862,3 recibos de sueldo,2050.68,511,86945,Sí,2141,ICL cada 6 meses
4993,Departamento,Barrio Jardín,449160,4,125,3,23575,3 recibos de sueldo,3593.28,856,280055,No,8223,ICL cada 3 meses
4994,Departamento,San Vicente,123192,2,62,26,7348,2 recibos de sueldo,1986.97,832,70548,Sí,2983,IPC cada 4 meses
4995,Casa,Nueva Córdoba,128482,1,26,11,0,3 recibos de sueldo,4941.62,664,73577,Sí,2188,IPC cada 4 meses
4996,Departamento,Yofre,116319,2,51,9,6604,2 recibos + garantía propietaria,2280.76,804,72525,No,1842,ICL cada 3 meses
4997,Departamento,Cerro de las Rosas,368946,3,78,1,20645,3 recibos de sueldo,4730.08,617,211284,Sí,9116,IPC cada 4 meses
4998,Departamento,Barrio Jardín,322401,4,113,47,15591,1 recibo de sueldo,2853.11,636,201019,Sí,7011,ICL cada 4 meses
4999,Departamento,Villa Cabrera,166635,3,90,39,9948,3 recibos de sueldo,1851.5,632,103898,No,3863,ICL cada 3 meses
5000,Departamento,Centro,318549,5,138,3,17997,3 recibos de sueldo,2308.33,558,182423,Sí,5297,IPC cada 4 meses
5001,Departamento,Cofico,103999,1,32,9,4858,2 recibos de sueldo,3249.97,415,59557,No,1572,IPC cada 3 meses
5002,Casa,Alta Córdoba,61803,1,28,11,0,3 recibos de sueldo,2207.25,619,35392,No,1274,IPC cada 4 meses
5003,Departamento,Observatorio,191808,3,86,8,10543,3 recibos de sueldo,2230.33,780,119594,No,4143,ICL cada 3 meses
5004,Departamento,Barrio Jardín,478046,5,162,37,23257,1 recibo de sueldo,2950.9,677,273762,No,8240,IPC cada 3 meses
5005,Departamento,Observatorio,143370,3,65,23,7628,2 recibos de sueldo,2205.69,731,89392,No,2178,ICL cada 6 meses
5006,Departamento,Nueva Córdoba,109447,1,26,39,6501,1 recibo + garantía propietaria,4209.5,689,68241,Sí,2702,ICL cada 6 meses
5007,Departamento,Villa Cabrera,79632,2,36,32,3577,3 recibos de sueldo,2212.0,565,49651,No,1486,ICL cada 6 meses
5008,Departamento,Observatorio,123900,2,62,25,6926,1 recibo de sueldo,1998.39,674,77252,No,2749,ICL cada 4 meses
5009,Departamento,General Paz,257708,2,68,22,13351,1 recibo + garantía propietaria,3789.82,616,147581,No,5082,IPC cada 6 meses
5010,Departamento,Cofico,60000,1,16,32,3539,2 recibos + garantía propietaria,3750.0,543,34360,No,1054,IPC cada 4 meses
5011,Departamento,Cerro de las Rosas,452832,4,108,22,19331,2 recibos + garantía propietaria,4192.89,741,282344,No,11110,ICL cada 6 meses
5012,Departamento,Villa El Libertador,171990,3,73,5,9355,2 recibos de sueldo,2356.03,519,98493,Sí,3527,IPC cada 4 meses
5013,PH,Alberdi,187920,3,91,20,0,3 recibos de sueldo,2065.05,584,107616,Sí,3458,IPC cada 6 meses
5014,Departamento,San Vicente,60000,1,27,15,2444,3 recibos de sueldo,2222.22,871,34360,No,1342,IPC cada 6 meses
5015,PH,General Paz,94859,1,27,43,0,1 recibo + garantía propietaria,3513.3,720,59145,No,2012,ICL cada 3 meses
5016,Casa,General Paz,351148,3,86,15,0,3 recibos de sueldo,4083.12,674,218943,No,7739,ICL cada 4 meses
5017,Departamento,Nueva Córdoba,567600,4,110,0,25502,1 recibo de sueldo,5160.0,432,353903,Sí,13227,ICL cada 6 meses
5018,Casa,Barrio Jardín,350179,3,101,7,0,1 recibo + garantía propietaria,3467.12,638,218339,Sí,5822,ICL cada 3 meses
5019,Departamento,Centro,232155,4,123,35,10775,1 recibo + garantía propietaria,1887.44,533,132948,Sí,3624,IPC cada 3 meses
5020,Departamento,Observatorio,203520,4,108,40,9900,2 recibos de sueldo,1884.44,642,126896,Sí,3995,ICL cada 3 meses
5021,Departamento,Villa El Libertador,60000,1,23,24,3558,1 recibo de sueldo,2608.7,630,34360,No,913,IPC cada 6 meses
5022,Casa,Cofico,181786,2,51,1,0,3 recibos de sueldo,3564.43,564,113345,No,3108,ICL cada 4 meses
5023,Departamento,Pueyrredón,232200,3,104,0,9601,2 recibos de sueldo,2232.69,767,144778,Sí,3868,ICL cada 6 meses
5024,Casa,Villa El Libertador,204228,3,97,14,0,1 recibo + garantía propietaria,2105.44,745,127338,Sí,4626,ICL cada 3 meses
5025,Departamento,Yofre,102831,2,59,49,4460,2 recibos de sueldo,1742.9,537,58888,No,2348,IPC cada 3 meses
5026,PH,Alberdi,199584,3,107,32,0,2 recibos de sueldo,1865.27,807,114295,No,3260,IPC cada 6 meses
5027,Departamento,Urca,333742,3,105,37,14704,2 recibos + garantía propietaria,3178.5,535,191124,No,6047,IPC cada 4 meses
5028,Departamento,Nueva Córdoba,542348,4,118,19,26292,3 recibos de sueldo,4596.17,816,310586,Sí,11986,IPC cada 6 meses
5029,Departamento,Villa Belgrano,110526,2,56,31,4555,1 recibo de sueldo,1973.68,628,63294,No,1882,IPC cada 3 meses
5030,Departamento,Cerro de las Rosas,251136,2,56,8,14894,3 recibos de sueldo,4484.57,609,156585,Sí,4641,ICL cada 6 meses
5031,Departamento,Urca,330750,3,80,0,16933,1 recibo + garantía propietaria,4134.38,798,206225,Sí,6176,ICL cada 3 meses
5032,PH,Alberdi,194832,3,107,36,0,1 recibo de sueldo,1820.86,633,121479,Sí,3063,ICL cada 3 meses
5033,Departamento,Centro,184275,3,80,5,10368,2 recibos + garantía propietaria,2303.44,759,114897,Sí,3130,ICL cada 3 meses
5034,PH,Centro,257136,4,129,24,0,2 recibos de sueldo,1993.3,519,147254,Sí,4412,IPC cada 4 meses
5035,Departamento,Cerro de las Rosas,516594,4,127,21,28645,2 recibos + garantía propietaria,4067.67,652,295838,No,11521,IPC cada 3 meses
5036,Casa,Barrio Jardín,316108,3,87,4,0,2 recibos de sueldo,3633.43,697,197096,Sí,5652,ICL cada 4 meses
5037,Departamento,San Vicente,166140,2,78,5,8841,3 recibos de sueldo,2130.0,769,95143,No,3726,IPC cada 4 meses
5038,Departamento,Pueyrredón,170181,3,74,9,9885,3 recibos de sueldo,2299.74,721,97457,Sí,3432,IPC cada 6 meses
5039,PH,Villa Belgrano,179550,3,89,25,0,2 recibos + garantía propietaria,2017.42,654,102822,No,2838,IPC cada 3 meses
5040,Departamento,Yofre,265665,4,115,1,15421,2 recibos de sueldo,2310.13,697,152138,Sí,4566,IPC cada 3 meses
5041,Departamento,Villa Belgrano,343035,5,160,11,14598,1 recibo de sueldo,2143.97,577,213885,Sí,5300,ICL cada 4 meses
5042,Departamento,Centro,191709,3,94,21,11126,1 recibo + garantía propietaria,2039.46,710,119532,Sí,4727,ICL cada 6 meses
5043,Departamento,General Paz,328456,3,73,4,16579,1 recibo de sueldo,4499.4,697,204795,Sí,7640,ICL cada 6 meses
5044,Departamento,Villa El Libertador,89241,1,42,3,4048,2 recibos + garantía propietaria,2124.79,572,51105,No,1578,IPC cada 3 meses
5045,Casa,San Vicente,73710,1,35,11,0,1 recibo de sueldo,2106.0,662,42211,No,1365,IPC cada 6 meses
5046,Departamento,Centro,115800,2,50,7,6041,3 recibos de sueldo,2316.0,727,66315,No,2559,IPC cada 4 meses
5047,Departamento,Alta Córdoba,60000,1,27,20,2737,1 recibo + garantía propietaria,2222.22,894,34360,No,1174,IPC cada 6 meses
5048,Departamento,Alberdi,145962,3,77,41,7236,2 recibos de sueldo,1895.61,768,91008,Sí,3065,ICL cada 6 meses
5049,Departamento,Barrio Jardín,215040,2,58,0,12112,1 recibo + garantía propietaria,3707.59,672,134079,No,3282,ICL cada 6 meses
5050,Departamento,Alberdi,174798,3,92,34,7104,3 recibos de sueldo,1899.98,678,108988,Sí,4238,ICL cada 6 meses
5051,PH,General Paz,360057,3,87,12,0,2 recibos de sueldo,4138.59,635,206193,Sí,6332,IPC cada 6 meses
5052,Casa,Villa Cabrera,177210,3,85,21,0,2 recibos de sueldo,2084.82,661,101482,No,3822,IPC cada 3 meses
5053,Departamento,General Paz,286100,3,74,31,12491,1 recibo de sueldo,3866.22,727,163841,Sí,7009,IPC cada 4 meses
5054,PH,Nueva Córdoba,288664,2,63,17,0,3 recibos de sueldo,4581.97,725,179984,Sí,6237,ICL cada 6 meses
5055,Departamento,Cofico,461538,5,131,2,27291,2 recibos de sueldo,3523.19,641,287773,Sí,10403,ICL cada 6 meses
